area_Id,Post Office Name,ÊPincode,Districts Name,City Name,State
1282,Alakudi,Ê613601,Thanjavur,Thanjavur,Tamil Nadu
1283,Budalur,Ê613602,Thanjavur,Thanjavur,Tamil Nadu
1284,Kallaperambur,Ê613603,Thanjavur,Thanjavur,Tamil Nadu
1285,Ammayappan,Ê613701,Thanjavur,Thanjavur,Tamil Nadu
1286,Athikadai,Ê613702,Thanjavur,Thanjavur,Tamil Nadu
1287,Koradacheri,Ê613703,Thanjavur,Koradacheri,Tamil Nadu
1288,Kulikarai,Ê613704,Thanjavur,Thanjavur,Tamil Nadu
1289,Sellur,Ê613705,Thanjavur,Thanjavur,Tamil Nadu
1290,Abiviethiswaram,Ê613706,Thanjavur,Thanjavur,Tamil Nadu
1291,Barakadabad,Ê613707,Thanjavur,Thanjavur,Tamil Nadu
1292,Mannaraguid H O,Ê614001,Thanjavur,Thanjavur,Tamil Nadu
1293,Mannargudi Bazaar,Ê614001,Thanjavur,Thanjavur,Tamil Nadu
1294,Mannarguid Cutcherry,Ê614001,Thanjavur,Thanjavur,Tamil Nadu
1295,Handranadi,Ê614012,Thanjavur,Thanjavur,Tamil Nadu
1296,Idangankottai Melaiyur,Ê614013,Thanjavur,Thanjavur,Tamil Nadu
1297,Pamani,Ê614014,Thanjavur,Thanjavur,Tamil Nadu
1298,Pamani,Ê614014,Thanjavur,Thanjavur,Tamil Nadu
1299,Paravakottai,Ê614015,Thanjavur,Thanjavur,Tamil Nadu
1300,Serangoiam,Ê614016,Thanjavur,Thanjavur,Tamil Nadu
1301,Tirumakkottai,Ê614017,Thanjavur,Thanjavur,Tamil Nadu
1302,Vadavur,Ê614019,Thanjavur,Thanjavur,Tamil Nadu
1303,Painganadu,Ê614020,Thanjavur,Thanjavur,Tamil Nadu
1304,Karuvakurichi,Ê614021,Thanjavur,Thanjavur,Tamil Nadu
1305,Koopachikottai,Ê614022,Thanjavur,Thanjavur,Tamil Nadu
1306,Mukkulam Sathanur,Ê614023,Thanjavur,Thanjavur,Tamil Nadu
1307,Serimangalam,Ê614024,Thanjavur,Thanjavur,Tamil Nadu
1308,Solapandi,Ê614025,Thanjavur,Thanjavur,Tamil Nadu
1309,Vandayaniruppu,Ê614026,Thanjavur,Thanjavur,Tamil Nadu
1310,Peraiyur,Ê614027,Thanjavur,Peraiyur ,Tamil Nadu
1311,Tirupalakudi,Ê614028,Thanjavur,Thanjavur,Tamil Nadu
1312,Mahadevapattinam,Ê614029,Thanjavur,Thanjavur,Tamil Nadu
1313,Kilakurichi,Ê614030,Thanjavur,Thanjavur,Tamil Nadu
1314,Vallur,Ê614031,Thanjavur,Thanjavur,Tamil Nadu
1315,Koothanallur,Ê614101,Thanjavur,Thanjavur,Tamil Nadu
1316,Lakshmangudi,Ê614102,Thanjavur,Thanjavur,Tamil Nadu
1317,Podakudi,Ê614103,Thanjavur,Thanjavur,Tamil Nadu
1318,Ayyampet,Ê614201,Thanjavur,Thanjavur,Tamil Nadu
1319,Ayyampet Bazaar,Ê614201,Thanjavur,Thanjavur,Tamil Nadu
1320,Kabisthalam,Ê614203,Thanjavur,Thanjavur,Tamil Nadu
1321,Pandaravadai,Ê614204,Thanjavur,Thanjavur,Tamil Nadu
1322,Papanasam Bazar,Ê614205,Thanjavur,Thanjavur,Tamil Nadu
1323,Papanasam H O,Ê614205,Thanjavur,Thanjavur,Tamil Nadu
1324,Papanasam North,Ê614205,Thanjavur,Thanjavur,Tamil Nadu
1325,Papanasam Public Offices,Ê614205,Thanjavur,Thanjavur,Tamil Nadu
1326,Pasupathikoil,Ê614206,Thanjavur,Thanjavur,Tamil Nadu
1327,Rajaghiri,Ê614207,Thanjavur,Thanjavur,Tamil Nadu
1328,Sunderaperumalkoil,Ê614208,Coimbatore,Coimbatore,Tamil Nadu
1329,Umayalpuram,Ê614209,Thanjavur,Thanjavur,Tamil Nadu
1330,Valoothoor T J,Ê614210,Thanjavur,Thanjavur,Tamil Nadu
1331,Chakrapalli,Ê614211,Thanjavur,Thanjavur,Tamil Nadu
1332,Ullikadai,Ê614212,Thanjavur,Thanjavur,Tamil Nadu
1333,Uthamadanapuram,Ê614213,Thanjavur,Thanjavur,Tamil Nadu
1334,Melattur,Ê614301,Thanjavur,Melattur,Tamil Nadu
1335,Tirukaragavur,Ê614302,Thanjavur,Thanjavur,Tamil Nadu
1336,Vadakku Mangudi,Ê614303,Thanjavur,Thanjavur,Tamil Nadu
1337,Ammapet,Ê614401,Thanjavur,Thanjavur,Tamil Nadu
1338,Kokkeri,Ê614402,Thanjavur,Thanjavur,Tamil Nadu
1339,Kovilvenni,Ê614403,Thanjavur,Thanjavur,Tamil Nadu
1340,Nidamangalam,Ê614404,Thanjavur,Thanjavur,Tamil Nadu
1341,Arundavapuram,Ê614405,Thanjavur,Thanjavur,Tamil Nadu
1342,Peramburnidamangalam,Ê614406,Thanjavur,Thanjavur,Tamil Nadu
1343,Munnavalkollai,Ê614407,Thanjavur,Thanjavur,Tamil Nadu
1344,Pattukottai Bazar,Ê614601,Thanjavur,Thanjavur,Tamil Nadu
1345,Pattukottai H O,Ê614601,Thanjavur,Thanjavur,Tamil Nadu
1346,Pattukottai West,Ê614601,Thanjavur,Thanjavur,Tamil Nadu
1347,Thangavelnagar,Ê614601,Thanjavur,Thanjavur,Tamil Nadu
1348,Nadimuthunagar,Ê614602,Thanjavur,Thanjavur,Tamil Nadu
1349,Srinivasapuram,Ê614602,Thanjavur,Thanjavur,Tamil Nadu
1350,Karaikottai,Ê614612,Thanjavur,Thanjavur,Tamil Nadu
1351,Perimagalur,Ê614612,Thanjavur,Thanjavur,Tamil Nadu
1352,Tamarankottai,Ê614613,Thanjavur,Thanjavur,Tamil Nadu
1353,Tiruvonam,Ê614614,Thanjavur,Thanjavur,Tamil Nadu
1354,Aladikumulai,Ê614615,Thanjavur,Thanjavur,Tamil Nadu
1355,Arantagi,Ê614616,Pudukottai,Pudukottai,Tamil Nadu
1356,Ammapattinam,Ê614617,Thanjavur,Thanjavur,Tamil Nadu
1357,Avadayarkoil,Ê614618,Thanjavur,Thanjavur,Tamil Nadu
1358,Kottaipattinam,Ê614619,Thanjavur,Thanjavur,Tamil Nadu
1359,Manamelkudi,Ê614620,Thanjavur,Thanjavur,Tamil Nadu
1360,Mimisal,Ê614621,Thanjavur,Thanjavur,Tamil Nadu
1361,Silathur,Ê614622,Thanjavur,Thanjavur,Tamil Nadu
1362,Avanam,Ê614623,Thanjavur,Thanjavur,Tamil Nadu
1363,Mukthambal Chatram,Ê614625,Thanjavur,Thanjavur,Tamil Nadu
1364,Orathanad,Ê614625,Thanjavur,Thanjavur,Tamil Nadu
1365,Orattanad South,Ê614625,Thanjavur,Thanjavur,Tamil Nadu
1366,Keeramangalam,Ê614626,Tiruchirappalli,Keeramangalam,Tamil Nadu
1367,Pappanad,Ê614626,Thanjavur,Thanjavur,Tamil Nadu
1368,Tirumangalakottai,Ê614627,Thanjavur,Thanjavur,Tamil Nadu
1369,Tiruchitrambalam,Ê614628,Thanjavur,Thanjavur,Tamil Nadu
1370,Ponbethi,Ê614629,Thanjavur,Thanjavur,Tamil Nadu
1371,Attani,Ê614630,Thanjavur,Thanjavur,Tamil Nadu
1372,Uranipuram,Ê614631,Thanjavur,Thanjavur,Tamil Nadu
1373,Okkanad Kilaiyur,Ê614632,Thanjavur,Thanjavur,Tamil Nadu
1374,Chidambaraviduthi,Ê614633,Thanjavur,Thanjavur,Tamil Nadu
1375,Edayathimangalam,Ê614634,Thanjavur,Thanjavur,Tamil Nadu
1376,Jagadapattinam,Ê614635,Thanjavur,Thanjavur,Tamil Nadu
1377,Venkarai East,Ê614636,Thanjavur,Thanjavur,Tamil Nadu
1378,Kallakottai,Ê614637,Thanjavur,Thanjavur,Tamil Nadu
1379,Pattukottai,Ê614638,Thanjavur,Thanjavur,Tamil Nadu
1380,Adambai,Ê614639,Thanjavur,Thanjavur,Tamil Nadu
1381,Krishnarajipattinam,Ê614640,Thanjavur,Thanjavur,Tamil Nadu
1382,Brahmanavayal,Ê614641,Thanjavur,Thanjavur,Tamil Nadu
1383,Tirupunavasal,Ê614642,Thanjavur,Thanjavur,Tamil Nadu
1384,Singavanam,Ê614643,Thanjavur,Thanjavur,Tamil Nadu
1385,Perumarudur,Ê614644,Thanjavur,Thanjavur,Tamil Nadu
1386,Thiyathur,Ê614645,Thanjavur,Thanjavur,Tamil Nadu
1387,Arantangi Fort,Ê614647,Thanjavur,Thanjavur,Tamil Nadu
1388,Adirampattinam,Ê614701,Thanjavur,Thanjavur,Tamil Nadu
1389,Adirampattinam Town,Ê614701,Thanjavur,Thanjavur,Tamil Nadu
1390,Idaiyur,Ê614702,Thanjavur,Thanjavur,Tamil Nadu
1391,Kunnalur,Ê614703,Thanjavur,Thanjavur,Tamil Nadu
1392,Movilur-Mtu,Ê614704,Thanjavur,Thanjavur,Tamil Nadu
1393,Muttupet-Town,Ê614704,Thanjavur,Thanjavur,Tamil Nadu
1394,Mutupet,Ê614704,Thanjavur,Thanjavur,Tamil Nadu
1395,Rettai-Mtu,Ê614704,Thanjavur,Thanjavur,Tamil Nadu
1396,Peruvazhandan,Ê614705,Thanjavur,Thanjavur,Tamil Nadu
1397,Udayamarthandapuram,Ê614706,Thanjavur,Thanjavur,Tamil Nadu
1398,Sethi,Ê614707,Thanjavur,Thanjavur,Tamil Nadu
1399,Kottur,Ê614708,Thanjavur,Kottur,Tamil Nadu
1400,Manakudi,Ê614709,Thanjavur,Thanjavur,Tamil Nadu
1401,Naduvakalappal,Ê614710,Thanjavur,Thanjavur,Tamil Nadu
1402,Tiruturaipoondi,Ê614711,Thanjavur,Thanjavur,Tamil Nadu
1403,Talanagar Agraharam,Ê614712,Thanjavur,Thanjavur,Tamil Nadu
1404,Tiruthuraipundi Bazar,Ê614713,Thanjavur,Thanjavur,Tamil Nadu
1405,Tiruthuraipundi H O,Ê614713,Thanjavur,Thanjavur,Tamil Nadu
1406,Tiruthuraipundi West,Ê614713,Thanjavur,Thanjavur,Tamil Nadu
1407,Tiruthuraipunndi R S,Ê614713,Thanjavur,Thanjavur,Tamil Nadu
1408,Takattur,Ê614714,Thanjavur,Thanjavur,Tamil Nadu
1409,Vilakudi,Ê614715,Thanjavur,Thanjavur,Tamil Nadu
1410,Kattimodu,Ê614716,Thanjavur,Thanjavur,Tamil Nadu
1411,Adichapuram,Ê614717,Thanjavur,Thanjavur,Tamil Nadu
1412,Mannaragudi,Ê614719,Thanjavur,Thanjavur,Tamil Nadu
1413,Tirukalar,Ê614720,Thanjavur,Thanjavur,Tamil Nadu
1414,Maravakadu,Ê614721,Thanjavur,Thanjavur,Tamil Nadu
1415,Rajamadam,Ê614722,Thanjavur,Thanjavur,Tamil Nadu
1416,Mallipattinam,Ê614723,Thanjavur,Thanjavur,Tamil Nadu
1417,Velur T T Pundi,Ê614724,Thanjavur,Velur ,Tamil Nadu
1418,Kadinavayal,Ê614725,Thanjavur,Thanjavur,Tamil Nadu
1419,Kodinavayal,Ê614725,Thanjavur,Thanjavur,Tamil Nadu
1420,Vaduvanchery,Ê614726,Thanjavur,Thanjavur,Tamil Nadu
1421,Thulajapattinam,Ê614727,Thanjavur,Thanjavur,Tamil Nadu
1422,Sithamalli,Ê614728,Cuddalore,Cuddalore,Tamil Nadu
1423,Thillai Vilagam,Ê614729,Thanjavur,Thanjavur,Tamil Nadu
1424,T Nelakadu,Ê614730,Thanjavur,Thanjavur,Tamil Nadu
1425,Tambikottai Melakadu,Ê614730,Thanjavur,Thanjavur,Tamil Nadu
1426,Kilakadu,Ê614731,Thanjavur,Thanjavur,Tamil Nadu
1427,Karuppanpulam,Ê614732,Thanjavur,Thanjavur,Tamil Nadu
1428,Korukkai,Ê614733,Thanjavur,Thanjavur,Tamil Nadu
1429,Adanur Pattukkottai,Ê614734,Thanjavur,Thanjavur,Tamil Nadu
1430,Idumbavanam,Ê614735,Thanjavur,Thanjavur,Tamil Nadu
1431,Keerakalur,Ê614736,Thanjavur,Thanjavur,Tamil Nadu
1432,Tambikottai,Ê614737,Thanjavur,Thanjavur,Tamil Nadu
1433,Jambavanodai,Ê614738,Thanjavur,Thanjavur,Tamil Nadu
1434,Arasarkulam,Ê614801,Pudukottai,Pudukottai,Tamil Nadu
1435,Kuruvikarambai,Ê614802,Thanjavur,Thanjavur,Tamil Nadu
1436,Ottangadu,Ê614803,Thanjavur,Thanjavur,Tamil Nadu
1437,Peravurni,Ê614804,Thanjavur,Thanjavur,Tamil Nadu
1438,Peravurni Bazaar,Ê614804,Thanjavur,Thanjavur,Tamil Nadu
1439,Subramaniapuram Tnj,Ê614805,Thanjavur,Thanjavur,Tamil Nadu
1440,Kariyapattinam,Ê614806,Thanjavur,Thanjavur,Tamil Nadu
1441,Kodikarai,Ê614807,Thanjavur,Thanjavur,Tamil Nadu
1442,Kuruvapulam,Ê614808,Thanjavur,Thanjavur,Tamil Nadu
1443,Topputhurai,Ê614809,Thanjavur,Thanjavur,Tamil Nadu
1444,Vedaraniyam,Ê614810,Thanjavur,Thanjavur,Tamil Nadu
1445,Vedarniyam East,Ê614810,Thanjavur,Thanjavur,Tamil Nadu
1446,Sethi,Ê614811,Thanjavur,Thanjavur,Tamil Nadu
1447,Thethakudi Vadakku,Ê614811,Thanjavur,Thanjavur,Tamil Nadu
1448,Katirpulam,Ê614812,Thanjavur,Thanjavur,Tamil Nadu
1449,Arkattuthurai,Ê614813,Thanjavur,Thanjavur,Tamil Nadu
1450,Poonaikuthikadu,Ê614814,Thanjavur,Thanjavur,Tamil Nadu
1451,Chettipulam,Ê614815,Thanjavur,Thanjavur,Tamil Nadu
1452,Kalathur,Ê614816,Thanjavur,Thanjavur,Tamil Nadu
1453,Sethi,Ê614817,Thanjavur,Thanjavur,Tamil Nadu
1454,Sembagarayanallur,Ê614818,Thanjavur,Thanjavur,Tamil Nadu
1455,Thanjavur,Ê614820,Thanjavur,Thanjavur,Tamil Nadu
1456,Kodiyakadu,Ê614821,Thanjavur,Thanjavur,Tamil Nadu
1457,Kudiakkadu,Ê614821,Thanjavur,Thanjavur,Tamil Nadu
1458,Pushpavanam,Ê614822,Thanjavur,Thanjavur,Tamil Nadu
1459,Alathur,Ê614901,Thanjavur,Thanjavur,Tamil Nadu
1460,Kottaitheru,Ê614902,Thanjavur,Thanjavur,Tamil Nadu
1461,Madukkur,Ê614903,Thanjavur,Madukkur,Tamil Nadu
1462,Madukkur Bazar,Ê614903,Thanjavur,Madukkur,Tamil Nadu
1463,Melaulur,Ê614904,Thanjavur,Thanjavur,Tamil Nadu
1464,Vadasseri,Ê614905,Thanjavur,Thanjavur,Tamil Nadu
1465,Nattuchalai,Ê614906,Thanjavur,Thanjavur,Tamil Nadu
1466,Kilaiyur,Ê614908,Thanjavur,Thanjavur,Tamil Nadu
1467,T Kilaiyur,Ê614908,Thanjavur,Thanjavur,Tamil Nadu
1468,Mannanagadu,Ê614909,Thanjavur,Thanjavur,Tamil Nadu
1469,Kasankadu,Ê614910,Thanjavur,Thanjavur,Tamil Nadu
1470,Kasanadupudur,Ê614911,Thanjavur,Thanjavur,Tamil Nadu
1471,Poyyandankottai,Ê614912,Thanjavur,Thanjavur,Tamil Nadu
1472,Pinnaiyur,Ê614913,Thanjavur,Thanjavur,Tamil Nadu
1473,Kalyanaodai,Ê614914,Thanjavur,Thanjavur,Tamil Nadu
1474,Siramelkudi,Ê614915,Thanjavur,Thanjavur,Tamil Nadu
1475,Bheema Nagar,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1476,Collectorate,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1477,Ponnagar,Ê620001,Vellore,Vellore,Tamil Nadu
1478,Ponniah School Building,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1479,Pushpa Nagar,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1480,Tiruchirappalli,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1481,Tiruchirappalli Cantt,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1482,Tiruchirappalli H O,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1483,Tiruchirappalli R S,Ê620001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1484,Chinnakadai Street,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1485,Ramaswamy College,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1486,Rock Fort,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1487,Seethalakshmi,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1488,Teppakulam,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1489,Tiruchirapalli Town Hall,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1490,West Chintamani,Ê620002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1491,Salainagar,Ê620003,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1492,Woriyur,Ê620003,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1493,Woriyur Bazar,Ê620003,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1494,Golden Rock,Ê620004,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1495,Golden Rock Market,Ê620004,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1496,Golden Rock North,Ê620004,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1497,Kondayanpatti,Ê620005,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1498,Srinivasa Nagar,Ê620005,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1499,Thiruvanaikoil,Ê620005,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1500,Annamandapam,Ê620006,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1501,Ranganagar,Ê620006,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1502,Srirangam H O,Ê620006,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1503,Srirangam North,Ê620006,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1504,Srirangam West,Ê620006,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1505,Tiruchi Air Port,Ê620007,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1506,Clock Tower,Ê620008,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1507,Senkulam,Ê620008,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1508,Tiruchi East,Ê620008,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1509,Tiruchi Fort,Ê620008,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1510,Varaganeri,Ê620008,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1511,Ramjeenagar,Ê620009,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1512,Industrial Colony Trichy,Ê620010,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1513,Melakalkandarkottai,Ê620011,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1514,Crawford Colony,Ê620012,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1515,Edamalaipattipudur,Ê620012,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1516,Tiruverambur,Ê620013,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1517,Administrative Office Bhel,Ê620014,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1518,Bhel,Ê620014,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1519,Boiler Project,Ê620014,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1520,Trichy,Ê620015,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1521,Oradance Estate,Ê620016,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1522,Tennur,Ê620017,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1523,Tennur East,Ê620017,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1524,Thillainagar,Ê620018,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1525,Pappakurichi Kattur,Ê620019,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1526,Jamal Mohamed College,Ê620020,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1527,Khajamalai Colony,Ê620020,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1528,Khajanagar,Ê620020,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1529,Mannarpuram,Ê620020,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1530,Subramaniapuram,Ê620020,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1531,K K Nagar Metre Factory R,Ê620021,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1532,Thuvagudimalai,Ê620022,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1533,Manikandam,Ê620051,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1534,Asoor,Ê620052,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1535,Mutharasanallur,Ê620101,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1536,Somarasampettai,Ê620102,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1537,Erakudi,Ê621001,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1538,Kirambur,Ê621002,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1539,Kottapalayam,Ê621003,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1540,Kottatur,Ê621004,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1541,Manachanallur,Ê621005,Tiruchirappalli,Manachanallur,Tamil Nadu
1542,Manachanallur North,Ê621005,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1543,Pulivalam,Ê621006,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1544,Puthanampatti,Ê621007,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1545,Sikkal Thambur,Ê621008,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1546,Thiruvellari,Ê621009,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1547,Turaiyur Bazar,Ê621010,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1548,Turaiyur Bus Stand,Ê621010,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1549,Turaiyur Extension,Ê621010,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1550,Turaiyur H O Trichy,Ê621010,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1551,Uppidamangalam,Ê621011,Tiruchirappalli,Uppidamangalam,Tamil Nadu
1552,Vyrichettipalayam,Ê621012,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1553,Pagalavadi,Ê621014,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1554,Panchaperumalpatti,Ê621015,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1555,Perumalpalayam,Ê621016,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1556,Chenguttupatti,Ê621017,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1557,Sengattapatti,Ê621017,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1558,Sobanapuram,Ê621018,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1559,T Pudupalayam,Ê621019,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1560,T Ranganathapuram,Ê621019,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1561,Murungaipatti,Ê621020,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1562,Thinnanur,Ê621021,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1563,Okkarai,Ê621022,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1564,Nagalapuram,Ê621023,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1565,Ammapalayam,Ê621101,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1566,Annamangalam,Ê621102,Viluppuram,Viluppuram,Tamil Nadu
1567,Arumbavur,Ê621103,Tiruchirappalli,Arumbavur,Tamil Nadu
1568,Chettikulam,Ê621104,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1569,Irungalur,Ê621105,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1570,Kolakalnatham,Ê621106,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1571,Kurumbalur,Ê621107,Tiruchirappalli,Kurumbalur,Tamil Nadu
1572,Labbaikudikadu,Ê621108,Tiruchirappalli,Labbaikudikadu,Tamil Nadu
1573,Padalur,Ê621109,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1574,Poolambadi,Ê621110,Tiruchirappalli,Poolambadi,Tamil Nadu
1575,Purathagudi,Ê621111,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1576,Samayapuram,Ê621112,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1577,Siruvachur,Ê621113,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1578,T Kalathur,Ê621114,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1579,Valikondapuram,Ê621115,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1580,Veppanthatti,Ê621116,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1581,V Kalathur,Ê621117,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1582,Nakkalalem,Ê621118,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1583,Bommanapadi,Ê621120,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1584,Ladapuram,Ê621121,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1585,Naranmangalam,Ê621126,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1586,Kilapuliyur,Ê621127,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1587,Natham Balasmudram,Ê621127,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1588,Karai,Ê621128,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1589,Thevaiyur,Ê621129,Perambalur,Perambalur,Tamil Nadu
1590,Konalai,Ê621132,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1591,Arts College,Ê621201,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1592,Ayyampalayam,Ê621202,Tiruchirappalli,Ayyampalayam,Tamil Nadu
1593,Balasamudram,Ê621203,Tiruchirappalli,Balasamudram,Tamil Nadu
1594,Jambunathapuram,Ê621205,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1595,Kannanur,Ê621206,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1596,Kolakudi Manmedu,Ê621208,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1597,Manamedu,Ê621209,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1598,Mettupalayam Trichy,Ê621210,Tiruchirappalli,Mettupalayam ,Tamil Nadu
1599,Madanagopalapuram,Ê621212,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1600,Perambalur,Ê621212,Tiruchirappalli,Perambalur,Tamil Nadu
1601,Sirugambur,Ê621213,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1602,Thathiengarpet,Ê621214,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1603,Thottayam,Ê621215,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1604,Bikshandarkoil,Ê621216,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1605,Thandalaiputtur,Ê621217,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1606,Valady,Ê621218,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1607,Yesanai,Ê621219,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1608,Thoramangalam,Ê621220,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
1609,Amur,Ê621221,Viluppuram,Viluppuram,Tamil Nadu
